Rec Rank,Rec Pick #,Bank,Type,SoCal Priority,Meets Gold?,ChexSystems (deposit),EWS (deposit),Mentor List,Card Category,Est. Credit Limit,Assets,Deposits,CA Footprint,CA Presence,Self-UW?,Business Card?,Underwriter,Apply,How to Apply,Website,Biz Card Link,HP Bureau,Reports To (biz bureaus),Approval Info & Limits (+link),No-Doc Fit (/5),PG / Tax Returns,Other No-Doc Funding,Deposit Acct?,Best For,Card Products,Region / Metro,City (HQ),Asset Rank,Confidence / Date,Sources
131,124,First Federal S&L of San Rafael,CA Bank,Other — NorCal,2/4  ✗SUW ✓Onl ✗SoCal ✓Card,N/M,N/M,,E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]",$0.22B,$0.18B,CA-only thrift; ~5 Bay Area branches (Marin/SF/Oakland); est 1963,CA-HQ'd,No,✅ Elan biz cards (personal + business referenced); terms N/M; servicing via myaccountaccess.com,Elan,Online,Online — apply at https://ffsavings.com,https://ffsavings.com,—,TransUnion (varies EX/EQ),D&B; not personal in good standing,Elan platform: starts ~$3-10K (to $20K strong files; ~$500 seen even at 800+ FICO). PG required; ~2yr TIB preferred not required; D&B profile helps. Multiple cards same day = SEPARATE hard pull each (no 1-HP-multi). Don't check 'balance transfer' on app (=low limit). myfico.com #6658960 / #6308920 / #6244031 Bank card pages 403 to fetch; issuer=Elan inferred from myaccountaccess.com portal.,3,PG yes; no tax returns (<$25K),None (residential/CRE/multifamily/small-business full-doc thrift),N/M,No-doc card — apply online (Elan),Elan business Visa (names N/M; myaccountaccess.com servicing confirms Elan),NorCal / SF (Marin),San Rafael,103,"MED-HIGH issuer=Elan (myaccountaccess.com tell)/biz-card-referenced; bank pages 403, terms N/M. 2026-05-29","ffsavings.com (home: personal+business cards, myaccountaccess.com); FDIC cert 31406"
132,,East West Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,Yes — pulls (COMMUNITY-DP (secondary site); DP 2026-06-10 (searched); v6 2026-06-10),N/M,,Commercial-only,—,$82.47B,$69.09B,~70 branches/43 CA cities; SGV + SF Bay heavy,CA-HQ'd,No,⚠️ Commercial only — One Card (corporate); terms N/M; no online apply,Elan,In-person,Visit branch / contact a banker (no online application),https://www.eastwestbank.com,https://www.eastwestbank.com/en/small-mid-size-businesses/disbursements-and-payments#corporate-card,TransUnion (varies EX/EQ) ‖ v7 2026-06-11: bureau verdict [UNKNOWN (likely Elan)] vs mentor '(2nd priority)' = n/a. Card program consistent with Elan agent-issuance pattern of peer banks (Cathay/Hanmi/Bank of Hope confirmed Elan); EWB not explicitly confirmed - verify. (DPs 2026-06). Action: verify issuer then treat as Elan,D&B; not personal in good standing,N/M East West-specific; Elan issuer-level only,0,PG yes (Elan); full commercial underwriting,None (commercial LOC/term/SBA 'subject to review'),N/M,Commercial / full underwriting (Elan),East West Bank One Card (corporate T&E/purchasing),SoCal / LA,Pasadena,2,MED-HIGH product/issuer/no-online; LOW terms/HP. 2026-05-28,eastwestbank.com corporate-card page (Elan disclosure); wallethub.com ‖ v6 2026-06-10: Chex/EWS v6: Crediful: East West Bank uses ChexSystems to screen checking applicants. | https://www.crediful.com/chexsystems/east-west-bank/ ‖ v7 2026-06-11: bureau: (inference - verify)
133,,Oak Valley Community Bank,CA Bank,Other — Central Valley,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,Commercial-only,—,$2.01B,$1.78B,"Central Valley (Modesto, Oakdale, Stockton) + Eastern Sierra division",CA-HQ'd,No,⚠️ TCM white-label; terms N/M; existing-cardholders only,"TCM Bank, N.A.",In-person,Visit branch / contact a banker (no online application),https://www.ovcb.com,https://www.ovcb.com/commercial/loans/credit-cards/,Experian,N/M,TCM: Experian pull (apps + CLIs); conservative; partner bank no underwriting say. myfico.com #6303273,0,N/M (SBA-eligible small-biz cards; personal-credit underwritten),N/M (LOC/equipment/SBA + $25K-$150K loans documentation-based),N/M,Commercial / full underwriting,TCM business suite (Rewards/Cash Rewards/Edition/Company/Purchasing),Central Valley / Eastern Sierra,Oakdale,42,"MED-HIGH issuer (TCM); LOW/N-M terms, apply, HP forum-only, reports. Low no-doc utility. 2026-05-28",ovcb.com/commercial/loans/credit-cards; tcmbank.com/cardholder-services; myfico.com #6303273
134,125,Bank of San Francisco,CA Bank,Other — NorCal,1/4  ✗SUW ✗Onl ✗SoCal ✓Card,N/M,N/M,,E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]","$0.77B ‖ v7 2026-06-11: $767.5M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:58069)","v7 2026-06-11: $670.0M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:58069)",1-2 SF offices (Laurel Village); est 2005. NOTE: call-report assets ~$612M (Q1'25) — FDIC list shows $0.77B; flagged,CA-HQ'd,No,✅ Elan biz cards; terms N/M; no public apply (servicing login only),Elan,In-person,Visit branch / contact a banker (no online application),https://www.bankbsf.com,—,TransUnion (varies EX/EQ),D&B; not personal in good standing,Elan platform: starts ~$3-10K (to $20K strong files; ~$500 seen even at 800+ FICO). PG required; ~2yr TIB preferred not required; D&B profile helps. Multiple cards same day = SEPARATE hard pull each (no 1-HP-multi). Don't check 'balance transfer' on app (=low limit). myfico.com #6658960 / #6308920 / #6244031 No BSF-specific apply page indexed; banker-initiated.,2,PG yes; no tax returns (<$25K),None (CRE/working-capital/equipment/acquisition/SBA full-doc),N/M,No-doc card — apply in branch (Elan),Elan business Visa (names N/M; myaccountaccess.com login confirms Elan),NorCal / SF,San Francisco,72,HIGH issuer=Elan (myaccountaccess.com login tell); no public apply/terms; asset figure flagged. 2026-05-29,"bankbsf.com (business, login→myaccountaccess.com=Elan); FDIC cert 58069"
135,,The Northern Trust Company,Regional,National (lends in CA),0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,Commercial-only,—,"v7 2026-06-11: $173.84B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:913)","v7 2026-06-11: $142.29B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:913)",3 LA/OC offices (FDIC SOD 2025); wealth/custody,N/M,No,⚠️ Private-bank clients only — Elan-issued (myFICO 2015-10-09: 'offered... by Elan Financial Services'); ~$2M relationship cited,Elan (private-bank wrapper),In-person,Visit branch / contact a banker (no online application),https://www.northerntrust.com,—,TransUnion (varies EX/EQ),D&B; not personal in good standing,"$2M+ relationship gate (myFICO 2015 DP, dated). NO-GO for no-doc play. Light census 2026-06-10.",0,N/M,None,YES — wealth relationship,Commercial / full underwriting (Elan),"NT-branded Visa Signature etc. (Elan, clients only)",National — LA/OC private-bank offices (no retail),"Chicago, IL",Reg,MED-HIGH Elan/client-gate (dated DP). Light census 2026-06-10,northerntrust.com; ficoforums.myfico.com td-p/4269915 (2015-10-09)
136,126,First Western Trust Bank,Regional,"Other — Mountain West — Denver (LA office = wealth-only, NO banking)",1/4  ✗SUW ✗Onl ✗SoCal ✓Card,N/M (HNW manual onboarding; no DPs),N/M,EQ #4 (mentor — uncorroborated; Elan agent + $250K gate = NO-GO),E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]",$3.24B,$2.85B,15 offices CO/AZ/WY/MT + 1 CA (Century City — 'Trust and Wealth Management only. No banking services.'; FDIC SOD: $0 deposits),N/M,No,⚠️ Elan card via Treasury Mgmt; $250K private-bank deposit gate; terms N/M (Elan storefront 404s),Elan,In-person,Visit branch / contact a banker (no online application),https://myfw.com,—,N/M (mentor 'EQ' uncorroborated — zero public DPs; Elan regional logic governs) ‖ v7 2026-06-11: bureau verdict [COMMUNITY-DP] vs mentor 'Equifax' = CONFLICTS (Elan = variable). Confirmed pattern: Elan agent-bank programs pull EX/EQ/TU variably and may pull multiple bureaus per app (WalletHub + myFICO Elan Credit Pulls thread). Single-bureau claim (EQ) not supportable for an Elan program. (DPs 2021-2025 (Elan aggregate)). Action: treat bureau as unpredictable (Elan); ask at application,D&B; not personal in good standing,Elan portal evidence: myaccountaccess.com theme=elan1 loc=17029. 'Become a client' = $250K deposit (myfw.com verbatim). ENTITY TRAP: 'First Western Bank & Trust' (Minot ND) is a DIFFERENT Elan bank.,2,PG yes; no tax returns (<$25K),None (RM-mediated commercial; opposite of no-doc),YES — $250K private-bank relationship gate,NO-GO: Elan + $250K private-bank gate (Elan),First Western Credit Card (Elan); 'One Card' commercial program,"Mountain West — Denver (LA office = wealth-only, NO banking)","Denver, CO",Reg,HIGH Elan (portal tells) + $250K gate + CA-wealth-only (all verbatim 2026-06-09). NO-GO for SoCal no-doc. 2026-06-09,myfw.com/login (myaccountaccess theme=elan1) + /become-a-new-client ($250K) + /locations/century-city; api.fdic.gov SOD cert 57607 ($0 CA deposits) ‖ v7 2026-06-11: bureau: https://wallethub.com/answers/cc/what-credit-bureau-does-elan-financial-services-use-1000625-2140724796/ | https://ficoforums.myfico.com/t5/Business-Credit/Elan-Financial-Credit-Pulls/td-p/6244031
137,,Pacific Premier Bank ‖ v7 2026-06-11: ⚠ MERGER,Regional,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"~$70B (Columbia combined) ‖ v7 2026-06-11: $17.78B (2025-06-30, api.fdic.gov/banks/institutions?filters=CERT:32172)","v7 2026-06-11: $14.58B (2025-06-30, api.fdic.gov/banks/institutions?filters=CERT:32172)","HQ Irvine (OC); acquired by Columbia Banking System (closed Aug 31 2025), ~$70B combined; PPB brand retired",N/M,—,⚠️ DEFUNCT — brand retired Aug 2025 (acquired by Columbia Banking); legacy cards FNBO-issued; successor = Columbia Bank (Elan),(legacy FNBO; now Columbia / Elan),No,— (no business card),https://www.columbiabank.com/ppbi,—,N/M,N/M,Brand retired; customers migrated to Columbia Bank (Elan cards).,0,N/M,None,N/M,Not a card source,(legacy FNBO Business Edition Visa — now Columbia/Elan),SoCal / Orange County (Irvine) — DEFUNCT,"Irvine, CA",Reg,HIGH defunct (brand retired Aug 2025). Legacy=FNBO; successor=Columbia (Elan). Not a current target. 2026-05-28 ‖ v7 2026-06-11: MERGER: acquired by Columbia Banking System (completed Sept 2025; ppbi.com redirects; personal-acct conversion done 2026-01-26). Treat PPBI as defunct for new apps — research Columbia Bank/Elan instead.,"columbiabank.com/ppbi (transition); card.fnbo.com/mpp/fi/ppb/business/pb-visa (legacy, 404); prnewswire (merger close) ‖ v7 2026-06-11: merger: bureau_ca_regionals_findings.md"
138,,SchoolsFirst Federal Credit Union,Credit Union,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"~$31.9B ‖ v7 2026-06-11: $36.74B (2026-03-31, research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03)","v7 2026-06-11: $31.59B (2026-03-31, research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03)",HQ Tustin (Orange County); educators-only FOM; ~70 branches; largest US educator CU,CA-HQ'd,—,❌ No business card (educator-only CU; consumer cards + no business banking) ‖ v7 2026-06-11: CORRECTION: NO business card product (consumer only). EX proxies myFICO 1110928/6539392; CLI hard pull reusable 60d.,None,No,— (no business card),https://www.schoolsfirstfcu.org/products/credit-cards-personal-loans/credit-cards/,—,N/M,N/M,N/M (no business card),0,N/M,None (consumer-only; no business lending),Membership = CA educators only (closed FOM; no open path),Not a card source,None (consumer cards only),SoCal / Orange County (Tustin/Santa Ana),"Tustin, CA",CU,HIGH no-business-card (educator consumer-only). 2026-05-28,schoolsfirstfcu.org/products/credit-cards + eligibility; en.wikipedia.org ‖ v7 2026-06-11: v7 correction: bureau_cus_findings.md
139,,HomeStreet Bank,Regional,Other — West Coast — SoCal + WA,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,Yes — pulls — approve-then-CLOSE risk (DOC-LIST; DP 2025-08-07; v6 2026-06-10),N/M,,No card,—,"~$23B (combined) ‖ v7 2026-06-11: $21.40B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:1768)","v7 2026-06-11: $18.25B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:1768)",HomeStreet merged into Mechanics Bank Sept 2025; ex-HomeStreet had SoCal + WA/OR/HI branches; combined ~$22-23B,N/M,—,⚠️ MERGED into Mechanics Bank (Sept 2025); cards = Elan Smart Business Rewards (see Mechanics Bank row),Elan (now Mechanics Bank),No,— (no business card),https://www.mymechanics.com/business/loans-credit/business-credit-cards/,—,N/M,N/M,HomeStreet merged into Mechanics Bank; Elan-issued (duplicate of Mechanics).,0,N/M,None,N/M,Not a card source (Elan),Smart Business Rewards (Elan; now Mechanics-branded — see rank for Mechanics Bank),West Coast — SoCal + WA/OR/HI (now Mechanics Bank),"Seattle, WA (now Walnut Creek / Mechanics Bank)",Reg,HIGH merged into Mechanics Bank (Elan). Duplicate of Mechanics row. 2026-05-28,"mymechanics.com business credit cards (Elan disclosure); homestreet.com (redirects to mechanicsbank); ir.mechanicsbank.com (merger) ‖ v6 2026-06-10: Chex/EWS v6: DoC: HomeStreet does pull (1); sens page: 'Often approves then closes; denied at 3/3, 9/12, 18/12'. | https://www.doctorofcredit.com/banks-credit-unions-dodont-pull-chexsystems/; https://www.doctorofcredit.com/banks-credit-unions-chexsystems-inquiry-sensitive/"
140,,Golden 1 Credit Union,Credit Union,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,"~$21.08B (2nd-largest CA credit union) ‖ v7 2026-06-11: $21.74B (2026-03-31, research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03)","v7 2026-06-11: $19.51B (2026-03-31, research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03)",CA-only; ~63-70 branches; open to all Californians,CA-HQ'd,—,❌ No business card (business services = deposit-only; personal cards prohibit business use),None (self-issues personal cards only),No,— (no business card),https://www.golden1.com/business-services,—,N/M,N/M,N/M (no business card),0,N/M,None (business = deposit accounts + digital banking only),"Membership required (open to all CA residents, $1)",Not a card source,None (business = deposit accounts + digital banking only),NorCal / Sacramento (CA-statewide CU),"Sacramento, CA",CU,HIGH no-business-card (own pages + consumer agreement bars business use). 2026-05-28,golden1.com/business-services; CFPB Platinum Secured agreement (self; bars business use); wallethub.com
141,,"Bank of America California, N.A.",CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,$15.13B,$12.64B,Single office 555 California St; no branch network; no trust powers,CA-HQ'd,—,❌ No card (subsidiary shell; parent BofA issues),None (parent self-issues),No,— (no business card),https://www.bankofamerica.com,—,N/M,N/M,"N/M (all BofA card chatter = parent, not cert 25178)",0,N/M,N/M (mortgage/community-development vehicle),N/M,Not a card source,"None (parent 'Bank of America, N.A.' issues Business Advantage cards)",NorCal / SF,San Francisco,9,"HIGH no-card. Real BofA biz cards = parent (national issuer, capture separately). 2026-05-28",FDIC cert 25178; CFPB (no agreement); investor.bankofamerica.com
142,,Star One Credit Union,Credit Union,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,Yes — pulls (DOC-LIST; DP 2025-08-07; v6 2026-06-10),N/M,,No card,—,"~$9.5B ‖ v7 2026-06-11: $9.58B (2026-03-31, research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03)","v7 2026-06-11: $8.24B (2026-03-31, research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03)",HQ Sunnyvale; consumer-only; sole-prop deposits only; ~10 Bay Area branches,CA-HQ'd,—,"❌ No business card (consumer-only; sole-prop deposits only, no corp/LLC accounts)",None (self-issues consumer cards),No,— (no business card),https://www.starone.org/borrow/credit-cards,—,N/M,N/M,N/M (no business card),0,N/M,None (consumer-only; no business lending),Membership required (9 NorCal counties + SEGs; no open path),Not a card source,None (consumer Visa only),NorCal / Silicon Valley (Sunnyvale),"Sunnyvale, CA",CU,HIGH no-business-card (consumer-only; excludes corp/LLC). 2026-05-28,starone.org/borrow/credit-cards + who-can-join + sole-prop membership ‖ v6 2026-06-10: Chex/EWS v6: DoC: Star One does pull (3). | https://www.doctorofcredit.com/banks-credit-unions-dodont-pull-chexsystems/
143,,"First American Trust, FSB",CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$8.32B,$7.80B,Santa Ana HQ (sole CA); trust/escrow/wealth; 10 branches nationwide,CA-HQ'd,—,❌ No card (trust/escrow bank),None,No,— (no business card),https://www.firstamtrust.com,—,N/M,N/M,N/M,0,N/M,"None ('does not originate any real estate, commercial, or personal loans')",N/M (deposits restricted to title/escrow/wealth),Not a card source,None,SoCal / Orange County,Santa Ana,12,HIGH no-card (own 'no loans' statement). 2026-05-28,firstamtrust.com/about-us + /banking-services; FDIC cert 26312
144,,"Mizrahi Tefahot Bank, Ltd. (UMTB USA)",CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$6.84B,$4.38B,Single LA office; insured US branch of Israeli bank; wholesale/commercial,CA-HQ'd,—,❌ No card (foreign-bank US branch),None,No,— (no business card),https://www.umtbusa.com,—,N/M,N/M,N/M,0,N/M (commercial loans full underwriting),None (venture debt/LOC/term fully underwritten),N/M (commercial-only deposits),Not a card source,"None (Venture Debt, LOC, Term, Bridge, Construction + commercial deposits)",SoCal / LA,Los Angeles,17,HIGH no-card (wholesale foreign-bank branch). 2026-05-28,umtbusa.com; dfpi.ca.gov; FDIC cert 33661
145,,Mission Federal Credit Union (Mission Fed),Credit Union,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,Yes — pulls (DOC-LIST; DP 2025-08-07; v6 2026-06-10),N/M,,No card,—,"~$6.5B ‖ v7 2026-06-11: $7.23B (2026-03-31, research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03)","v7 2026-06-11: $6.32B (2026-03-31, research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03)",HQ San Diego; ~$6.5B; ~34 branches (all San Diego County); 300K+ members,CA-HQ'd,—,❌ No BUSINESS card (consumer Mastercards only; business = deposits only),Self (consumer cards; no business card),No,— (no business card),https://www.missionfed.com/credit-card-benefits/,—,N/M,N/M,"Consumer-only: Preferred Platinum (0% 12mo purch+BT, 11.99-17.99%), Preferred Platinum Rewards, Premier World. No business card; no business loans/LOC marketed.",0,N/M (no business card),None (business = checking + savings only; no business card/LOC),Membership required (single-county: live/work/worship/school in San Diego County + family; NO nationwide path),Not a card source,Consumer Mastercards only (Preferred Platinum / Rewards / Premier World),SoCal / San Diego,San Diego,CU,"HIGH no business card (consumer-only; business=deposits). Single-county FOM, no open path. 2026-05-29",missionfed.com/credit-card-benefits + /business + /checking-spending/business-checking; /membership ‖ v6 2026-06-10: Chex/EWS v6: DoC: Mission Federal CU does pull (1). | https://www.doctorofcredit.com/banks-credit-unions-dodont-pull-chexsystems/
