"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CEO","Fax","Phone","Preparer","President","Principal","ACCT_876","ACCT_830A","ACCT_830B","ACCT_830C","ACCT_830D","ACCT_830E","ACCT_830F","ACCT_830G","ACCT_830H","ACCT_830I","ACCT_830J","CEO_F","CEO_M","Preparer_F","Preparer_M","President_F","President_M","Principal_F","Principal_M","Acct_891","ACCT_893","ACCT_894","Acct_700","Acct_701","Acct_886A","Acct_886B","Acct_886C","Acct_886D","Acct_886E","Acct_886F","Acct_886G","Acct_887A","Acct_887B","Acct_887C","Acct_887D","Acct_887E","Acct_887F","Acct_887G","Acct_887H","Acct_887I","Acct_887J","Acct_887K","Acct_887L","Acct_889","Acct_711","Acct_887M","Acct_887N","Acct_887P","Acct_887Z","Acct_842","Acct_843","ACCT_830K","ACCT_830L","ACCT_830M","ACCT_830N","ACCT_830O","ACCT_830P","ACCT_830Q","ACCT_830R","ACCT_830S","ACCT_830T","ACCT_566A","CertifiedBy","CertifiedBy_F","CertifiedBy_M","Acct_879A","Acct_879B","Acct_879C","Acct_879D","Acct_879E","Acct_879F","Acct_879G","Acct_879H","Acct_879I","Acct_879J","Acct_879K","Acct_879L","Acct_879M","Acct_879N","Acct_879O","Acct_879P","Acct_879Q","Acct_879R","Acct_879S","Acct_879T","Acct_888","Extension","Acct_834A1","Acct_834B1","Acct_834C1","Acct_834D1","Acct_834E1","Acct_834F1","Acct_834G1","Acct_834H1","Acct_834I1","Acct_834J1","Acct_834K1","Acct_834L1","Acct_834M1","Acct_834N1","Acct_834O1","Acct_834P1","Acct_834Q1","Acct_834R1","Acct_834S1","Acct_834T1","Acct_566B","Acct_887R","ACCT_879A1","ACCT_879A2","ACCT_879A3","ACCT_879A4","ACCT_879A5","ACCT_879B1","ACCT_879B2","ACCT_879B3","ACCT_879B4","ACCT_879B5","ACCT_879C1","ACCT_879C2","ACCT_879C3","ACCT_879C4","ACCT_879D1","ACCT_879D2","ACCT_879D3","ACCT_879D4","ACCT_879D5","ACCT_879D6","ACCT_879D7","ACCT_879D8","ACCT_879U","ACCT_879V","ACCT_879W","ACCT_879X","ACCT_879Y","ACCT_886H","ACCT_887S","ACCT_887T","ACCT_887U","ACCT_845A","ACCT_845B","ACCT_845C","ACCT_845D","ACCT_845E","ACCT_845F","ACCT_845G","ACCT_845H","ACCT_845I","ACCT_845J","ACCT_845K","ACCT_845L","ACCT_845M","ACCT_845N","ACCT_845O","ACCT_845P","ACCT_845Q","ACCT_845R","ACCT_845S","ACCT_845T","ACCT_879D9","Acct_855A","Acct_855B","Acct_855C","Acct_855D","Acct_855E","Acct_855F","Acct_855G","Acct_855H","Acct_855I","Acct_855J","Acct_855K","Acct_855L","Acct_855M","Acct_855N","Acct_855O","Acct_855P","Acct_855Q","Acct_855R","Acct_855S","Acct_855T","BondProvider","MemberMinorityStatus","EligibleMinorityStatus","MemberAsianAmerican","Acct_887V","Acct_879Q1","Acct_1027Z","Acct_1028Z","Acct_1029Z","ACCT_879B6","ACCT_879B7","ACCT_PI0007","ACCT_PI0008","ACCT_PI0009","ACCT_PP0026","ACCT_PP0028","ACCT_PP0030","ACCT_PP0032","ACCT_PP0033","Acct_879D10","ACCT_PC0013","ACCT_PI0011","ACCT_PI0012","ACCT_PI0013","ACCT_PI0014","ACCT_PI0015","ACCT_PI0016","ACCT_PI0017","ACCT_PI0018","ACCT_PP0034","ACCT_PP0035","ACCT_PP0036","ACCT_PP0058"
119,3/31/2026 0:00:00,62,"Trapani","7183590433","7189617585","DESPOSITO","Davidson","","","","","","","","","","","","","Tina","","DENNIS","","Janine","","","","http://www.tpfcu.net","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","1","DESPOSITO","DENNIS","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","COOP / Covera","COOP financial","1"
120,3/31/2026 0:00:00,63,"Pinho","9082455953","9082450173","Frega","Malta","","","","","","","","","","","","","Judite","","Michelle","","Frank","","","","http://WWW.COUNTYEXFCU.ORG","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Frega","Michelle","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","1","0","","0","1","0","0","0","0","0","0","0","1","Allpoint, Co-Op","","0"
132,3/31/2026 0:00:00,69,"GRANDISON","9146680464","9146680638","GRANDISON","Muscat","","","","","","","","","","","","","PAULINE","","PAULINE","","Joseph","","","","https://www.mtvernonpostalefcu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","GRANDISON","PAULINE","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","","","","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
135,3/31/2026 0:00:00,70,"Byous","4023990129","4023999001","Vanden Hull","WILLIAMS","","","","","","","","","","","","","Chris","","Kevin","","ERIK","S","","","https://www.omahafcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","1","0","1","0","","","","","","","","","","","","","0","Vanden Hull","Kevin","","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","1","1","1","1","0","0","0","1","0","","0","1","0","0","0","0","0","0","0","1","Cash Corner, Money Pass","","0"
138,3/31/2026 0:00:00,72,"Burkitt","8122329698","8122329697","Bruner","Shacklee","","","","","","","","","","","","","Dale","K","Jennifer","","Charles","","","","http://www.vigocountyfcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","","0","0","0","0","","","","","","","","","","","","","1","Bruner","Jennifer","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","1","Alliance One","Co-op Shared Branching","1"
146,3/31/2026 0:00:00,74,"DOSCH","7018381160","7018389810","LADNER","KOOP","","","","","","","","","","","","","CONNIE","M","DIANE","","TODD","","","","http://www.teluwatt.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","LADNER","DIANE","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
147,3/31/2026 0:00:00,75,"Durbin","","7017955294","Durbin","Marcott","","","","","","","","","","","","","Paul","","Paul","","Lester","","","","","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Durbin","Paul","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
150,3/31/2026 0:00:00,77,"Noll","","3016996100","Ojala","Altman","","ESI","","","","","","","","","","","Brett","","Roman","","Arthur","","","","https://www.fedchoice.org/","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Ojala","Roman","","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","1","1","1","1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","","","","1","1","1","1","1","0","0","0","1","0","1                                                                                                                                                                                                                                                              ","0","1","0","0","0","0","0","0","0","1","Velera Network, STAR, and All point.","Velera Network","1"
151,3/31/2026 0:00:00,78,"Robnett","7034805400","7034805300","Hickerson","Warwick","","","","","","","","","","","","","Mark","","Susan","","Ellen","M","","","http://www.jfcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","1","Hickerson","Susan","","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","","","","1","0","1","1","1","0","0","0","0","1","","0","1","0","0","0","0","0","0","0","1","Allpoint, Alliance One, Co-Op, Star","Co-Op Shared Branch Network","1"
153,3/31/2026 0:00:00,80,"Sagnella","","2035607809","Sagnella","Hinners","","","","","","","","","","","","","Thomas","","Thomas","","Dave","","","","","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Sagnella","Thomas","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
159,3/31/2026 0:00:00,83,"Cates","2604899362","2604908328","Drake","Spindler","","","","","","","","","","","","","Don","P","Tiah","","Brent","","","","http://www.3riversfcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","1","0","1","0","","","","","","","","","","","","","1","Drake","Tiah","","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","5029","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","1","0","","","","0","1","1","1","1","0","0","0","0","1","","0","1","0","0","0","0","0","0","0","1","CoOp and Moneypass","CoOp Share Branching","1"
162,3/31/2026 0:00:00,85,"Woolley","2022890409","2022891950","Cho","Dixon","","","","","","","","","","","","","Lee","J","Christine","","Lou","E","","","http://www.tdfcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","","1","0","0","0","","","","","","","","","","","","","0","Cho","Christine","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","CO-OP Network","CO-OP Network","1"
167,3/31/2026 0:00:00,87,"Goehner","","6053522845","Olson","Howe","","","","","","","","","","","","","Ryan","","Justin","","Lance","","","","http://www.dakotalandfcu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Olson","Justin","","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","Advantage, CO-OP","","0"
168,3/31/2026 0:00:00,88,"Biasi","2199475099","2199423377","BIASI","Beck","","","","","","","","","","","","","Christine","C","CHRISTINE","","Vernon","","","","http://www.nifedcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","1","BIASI","CHRISTINE","","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","1","0","","0","0","0","0","0","0","0","0","0","1","ALLPOINT CU24","COOP SHARED BRANCH","1"
169,3/31/2026 0:00:00,89,"Aguilar","2198869771","2198815217","Aguilar","Delgado","","","","","","","","","","","","","Joseph","R","Joseph R.","","James","","","","","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Aguilar","Joseph R.","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
176,3/31/2026 0:00:00,92,"DiBenedetto","","3052705200","Fontela","Archer","","","","","","","","","","","","","Michael","","Beatriz","","Claude","","","","http://www.edfed.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Fontela","Beatriz","","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","Presto","","0"
187,3/31/2026 0:00:00,100,"Clerveaux","8502225401","8502224541","Flamenco","Alexander","","","","","","","","","","","","","Jerry","","Jeny","","Lorenzo","","","","http://www.famufcu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Flamenco","Jeny","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","1","0","","","","0","1","1","0","1","0","0","0","1","0","","0","0","0","0","0","0","0","0","0","1","PULSE","","0"
195,3/31/2026 0:00:00,104,"Whitted","4795820834","4794434401","Whitted","Sullivan","","","","","","","","","","","","","Becky","E","Becky","","Kim","","","","http://www.nwarkansasfcu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Whitted","Becky","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","MoneyPass","","0"
196,3/31/2026 0:00:00,105,"Best","","8138712690","Duffy","Fussner","","","","","","","","","","","","","Brian","","Michael","","Andrew","","","","http://www.gtefinancial.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","1","0","1","0","","","","","","","","","","","","","1","Duffy","Michael","","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","0","0","1                                                                                                                                                                                                                                                              ","0","1","0","0","0","0","0","0","0","1","CO-OP","Shared Service Center Services","1"
198,3/31/2026 0:00:00,107,"Boyle","2196590790","2196593254","Boyle","Towner","","","","","","","","","","","","","Julie","F","Julie","","Carl","","","","http://www.wrfcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Boyle","Julie","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","0","0","1","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","1","Alliance One","","0"
